Timestamp,Location_Lat,Location_Long,Crowd_Density,Movement_Speed,Activity_Type,Weather_Conditions,Temperature_x,Sound_Level_dB,AR_System_Interaction,Fatigue_Level,Stress_Level,Queue_Time_minutes,Health_Condition,Age_Group,Nationality,Transport_Mode,Waiting_Time_for_Transport,Security_Checkpoint_Wait_Time,Emergency_Event,Incident_Type,Crowd_Morale,Pilgrim_Experience,Interaction_Frequency,Distance_Between_People_m,Event_Type,Time_Spent_at_Location_minutes,AR_Navigation_Success,Satisfaction_Rating,Perceived_Safety_Rating,Month,Day,Hour,Is_Hajj_Season,Date_x,DayOfWeek,Date_y,Time,Temperature_y,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,weather_dt
2024-06-06 10:55:34,21.344664,39.838734,High,1.78,Tawaf,Rainy,35,60,In Progress,High,Low,0,Fainting,Youth,Egyptian,Walking,9,13,No,Security Breach,Negative,First-Time,3,2.3,Transport Delay,62,No,4,3,6,6,10,1,2024-06-06,Thursday,2024-06-06,11:00 AM,109 °F,21 °F,4 %,S,8 mph,0 mph,27.72 in,0.0 in,Fair,2024-06-06 11:00:00
2024-06-06 12:00:10,21.300519,39.988904,High,1.4,Sa’i,Cloudy,38,72,In Progress,Low,High,27,Dehydration,Youth,Pakistani,Walking,37,21,Yes,Security Breach,Negative,Experienced,2,2.45,Medical Emergency,102,No,2,1,6,6,12,1,2024-06-06,Thursday,2024-06-06,12:00 PM,109 °F,23 °F,5 %,SW,7 mph,0 mph,27.72 in,0.0 in,Fair,2024-06-06 12:00:00
2024-06-06 12:23:56,21.368723,39.868212,High,1.74,Prayer,Rainy,42,64,Completed,Low,Low,39,Injured,Youth,Egyptian,Walking,26,30,No,Theft,Negative,Experienced,10,2.0,Transport Delay,102,Yes,5,4,6,6,12,1,2024-06-06,Thursday,2024-06-06,12:00 PM,109 °F,23 °F,5 %,SW,7 mph,0 mph,27.72 in,0.0 in,Fair,2024-06-06 12:00:00
2024-06-06 12:28:13,21.2208,39.916214,High,1.08,Resting,Cloudy,44,85,Completed,High,High,24,Fainting,Youth,Indonesian,Train,28,20,No,Theft,Negative,First-Time,3,0.9,Crowd Congestion,35,No,1,3,6,6,12,1,2024-06-06,Thursday,2024-06-06,12:00 PM,109 °F,23 °F,5 %,SW,7 mph,0 mph,27.72 in,0.0 in,Fair,2024-06-06 12:00:00
2024-06-06 15:05:03,21.29936,39.978784,High,0.1,Resting,Cloudy,31,74,Started,Low,Low,47,Fainting,Youth,Indonesian,Car,90,28,Yes,Lost Item,Negative,Experienced,9,1.0,Religious Activity,79,Yes,5,4,6,6,15,1,2024-06-06,Thursday,2024-06-06,3:00 PM,113 °F,21 °F,4 %,SW,7 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-06 15:00:00
2024-06-06 15:39:25,21.283637,39.961995,High,0.1099999999999999,Prayer,Cloudy,43,85,Started,Low,Low,50,Fainting,Youth,Indonesian,Car,56,28,Yes,Lost Item,Negative,First-Time,6,1.0,Religious Activity,100,No,5,1,6,6,15,1,2024-06-06,Thursday,2024-06-06,4:00 PM,111 °F,25 °F,5 %,SW,8 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-06 16:00:00
2024-06-06 16:31:53,21.25432,39.91487,High,0.78,Prayer,Cloudy,39,87,Started,High,Low,2,Heatstroke,Youth,Saudi,Bus,14,25,Yes,Lost Item,Negative,First-Time,5,2.43,Transport Delay,49,Yes,1,4,6,6,16,1,2024-06-06,Thursday,2024-06-06,5:00 PM,111 °F,21 °F,4 %,WSW,7 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-06 17:00:00
2024-06-06 16:35:12,21.368374,39.971314,High,0.56,Sa’i,Cloudy,44,70,Started,Low,Medium,63,Fainting,Youth,Indonesian,Train,90,25,No,Medical Emergency,Positive,Experienced,4,0.84,Transport Delay,78,Yes,3,5,6,6,16,1,2024-06-06,Thursday,2024-06-06,5:00 PM,111 °F,21 °F,4 %,WSW,7 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-06 17:00:00
2024-06-06 17:59:39,21.232317,39.856522,High,0.54,Resting,Rainy,39,85,In Progress,Low,High,27,Heatstroke,Youth,Indonesian,Car,24,23,Yes,Theft,Positive,Experienced,8,1.0,Crowd Congestion,88,Yes,1,3,6,6,17,1,2024-06-06,Thursday,2024-06-06,6:00 PM,111 °F,23 °F,5 %,S,2 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-06 18:00:00
2024-06-06 21:24:16,21.201876,39.973531,High,1.46,Prayer,Clear,37,64,In Progress,High,Medium,30,Fainting,Youth,Egyptian,Train,30,5,No,Theft,Negative,First-Time,2,1.24,Religious Activity,105,No,5,5,6,6,21,1,2024-06-06,Thursday,2024-06-06,9:00 PM,99 °F,25 °F,7 %,ESE,3 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-06 21:00:00
2024-06-06 21:43:08,21.302497,39.913488,High,1.51,Resting,Clear,43,63,Started,High,Low,0,Dehydration,Youth,Indian,Train,13,24,No,Theft,Positive,Experienced,2,2.0,Crowd Congestion,116,No,3,3,6,6,21,1,2024-06-06,Thursday,2024-06-06,10:00 PM,99 °F,21 °F,6 %,ESE,5 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-06 22:00:00
2024-06-06 22:02:48,21.364784,39.801112,High,1.09,Sa’i,Cloudy,45,90,In Progress,Medium,Low,27,Injured,Youth,Indian,Train,43,22,No,Lost Item,Neutral,First-Time,8,1.22,Crowd Congestion,24,No,2,5,6,6,22,1,2024-06-06,Thursday,2024-06-06,10:00 PM,99 °F,21 °F,6 %,ESE,5 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-06 22:00:00
2024-06-06 23:32:15,21.211536,39.968394,High,0.51,Walking,Clear,40,60,Completed,High,Low,0,Fainting,Youth,Other,Train,65,30,Yes,Lost Item,Negative,Experienced,6,2.0,Religious Activity,92,Yes,1,5,6,6,23,1,2024-06-06,Thursday,2024-06-07,12:00 AM,97 °F,21 °F,7 %,ESE,8 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-07 00:00:00
2024-06-06 23:38:30,21.266649,39.838575,High,1.09,Tawaf,Clear,39,79,Started,High,Medium,18,Injured,Youth,Saudi,Bus,75,9,Yes,Medical Emergency,Neutral,Experienced,0,2.0,Medical Emergency,53,No,1,1,6,6,23,1,2024-06-06,Thursday,2024-06-07,12:00 AM,97 °F,21 °F,7 %,ESE,8 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-07 00:00:00
2024-06-07 00:53:53,21.324819,39.814709,High,0.92,Sa’i,Rainy,40,74,In Progress,Low,Medium,13,Fainting,Youth,Egyptian,Bus,91,8,No,Lost Item,Neutral,Experienced,10,1.19,Religious Activity,103,No,4,5,6,7,0,1,2024-06-07,Friday,2024-06-07,1:00 AM,97 °F,23 °F,7 %,ESE,9 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-07 01:00:00
2024-06-07 01:47:20,21.248106,39.984335,High,0.95,Resting,Clear,34,60,In Progress,High,High,34,Injured,Youth,Indonesian,Walking,59,9,Yes,Lost Item,Positive,First-Time,7,2.0,Transport Delay,31,Yes,5,3,6,7,1,1,2024-06-07,Friday,2024-06-07,2:00 AM,95 °F,23 °F,7 %,SE,5 mph,0 mph,27.64 in,0.0 in,Fair,2024-06-07 02:00:00
2024-06-07 01:54:01,21.222595,39.968383,High,1.62,Resting,Clear,41,77,Started,Low,High,0,Dehydration,Youth,Saudi,Walking,57,9,No,Unruly Behavior,Negative,First-Time,8,2.47,Transport Delay,30,Yes,3,5,6,7,1,1,2024-06-07,Friday,2024-06-07,2:00 AM,95 °F,23 °F,7 %,SE,5 mph,0 mph,27.64 in,0.0 in,Fair,2024-06-07 02:00:00
2024-06-07 02:23:52,21.394162,39.827057,High,1.17,Resting,Cloudy,30,81,Started,Low,Medium,57,Fainting,Youth,Pakistani,Bus,47,26,Yes,Medical Emergency,Positive,Experienced,1,0.99,Medical Emergency,39,Yes,3,4,6,7,2,1,2024-06-07,Friday,2024-06-07,2:00 AM,95 °F,23 °F,7 %,SE,5 mph,0 mph,27.64 in,0.0 in,Fair,2024-06-07 02:00:00
2024-06-07 03:01:11,21.231568,39.935472,High,1.33,Resting,Clear,34,74,Completed,Low,Low,19,Fainting,Youth,Indonesian,Train,36,5,No,Medical Emergency,Positive,First-Time,9,1.04,Medical Emergency,34,Yes,3,1,6,7,3,1,2024-06-07,Friday,2024-06-07,3:00 AM,93 °F,21 °F,7 %,SE,5 mph,0 mph,27.64 in,0.0 in,Fair,2024-06-07 03:00:00
2024-06-07 05:54:05,21.219255,39.915363,High,0.6499999999999999,Tawaf,Clear,37,78,Completed,Low,High,60,Heatstroke,Youth,Indian,Walking,90,10,Yes,Medical Emergency,Positive,First-Time,0,1.0,Religious Activity,90,No,4,5,6,7,5,1,2024-06-07,Friday,2024-06-07,6:00 AM,90 °F,25 °F,10 %,ESE,3 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-07 06:00:00
2024-06-07 07:31:18,21.355206,39.925692,High,1.73,Prayer,Rainy,45,74,Completed,Low,Medium,0,Dehydration,Youth,Egyptian,Walking,76,26,Yes,Medical Emergency,Negative,Experienced,6,2.0,Transport Delay,98,No,1,4,6,7,7,1,2024-06-07,Friday,2024-06-07,8:00 AM,99 °F,23 °F,7 %,SSE,7 mph,0 mph,27.70 in,0.0 in,Fair,2024-06-07 08:00:00
2024-06-07 08:19:12,21.231282,39.893543,High,1.7,Resting,Cloudy,37,64,Completed,Low,Low,0,Dehydration,Youth,Other,Bus,0,24,Yes,Lost Item,Negative,Experienced,5,2.0,Medical Emergency,77,No,1,2,6,7,8,1,2024-06-07,Friday,2024-06-07,8:00 AM,99 °F,23 °F,7 %,SSE,7 mph,0 mph,27.70 in,0.0 in,Fair,2024-06-07 08:00:00
2024-06-07 08:50:26,21.379068,39.911923,High,0.94,Prayer,Clear,37,70,Started,High,Low,39,Dehydration,Youth,Pakistani,Bus,50,22,Yes,Security Breach,Neutral,Experienced,2,1.0,Transport Delay,120,Yes,5,3,6,7,8,1,2024-06-07,Friday,2024-06-07,9:00 AM,104 °F,21 °F,5 %,SSW,6 mph,0 mph,27.70 in,0.0 in,Fair,2024-06-07 09:00:00
2024-06-07 10:23:34,21.317082,39.804811,High,1.15,Prayer,Cloudy,33,66,Completed,Low,High,0,Dehydration,Youth,Egyptian,Car,5,14,No,Lost Item,Negative,First-Time,5,2.0,Transport Delay,92,No,4,4,6,7,10,1,2024-06-07,Friday,2024-06-07,10:00 AM,108 °F,25 °F,5 %,S,9 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-07 10:00:00
2024-06-07 10:51:44,21.332768,39.842176,High,1.47,Walking,Clear,34,71,In Progress,High,Medium,24,Fainting,Youth,Egyptian,Bus,33,12,Yes,Medical Emergency,Neutral,First-Time,9,1.98,Crowd Congestion,27,Yes,1,4,6,7,10,1,2024-06-07,Friday,2024-06-07,11:00 AM,109 °F,21 °F,4 %,SSW,12 mph,0 mph,27.67 in,0.0 in,Fair,2024-06-07 11:00:00
2024-06-07 12:08:55,21.27677,39.819894,High,1.44,Sa’i,Cloudy,38,74,In Progress,High,High,18,Fainting,Youth,Saudi,Bus,35,17,Yes,Security Breach,Neutral,Experienced,5,2.47,Religious Activity,15,No,3,3,6,7,12,1,2024-06-07,Friday,2024-06-07,12:00 PM,111 °F,23 °F,5 %,SSW,16 mph,0 mph,27.64 in,0.0 in,Fair,2024-06-07 12:00:00
2024-06-07 12:52:53,21.268972,39.855541,High,0.99,Resting,Cloudy,38,69,Started,High,Low,53,Normal,Youth,Pakistani,Train,57,12,Yes,Unruly Behavior,Negative,Experienced,1,2.06,Medical Emergency,16,No,3,1,6,7,12,1,2024-06-07,Friday,2024-06-07,1:00 PM,113 °F,23 °F,4 %,S,13 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-07 13:00:00
2024-06-07 13:32:22,21.248269,39.891008,High,0.46,Tawaf,Clear,45,71,Completed,Medium,Low,48,Heatstroke,Youth,Indonesian,Walking,31,10,Yes,Unruly Behavior,Negative,First-Time,4,1.0,Religious Activity,56,No,1,5,6,7,13,1,2024-06-07,Friday,2024-06-07,2:00 PM,113 °F,25 °F,5 %,S,10 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-07 14:00:00
2024-06-07 14:36:53,21.302297,39.913537,High,0.5,Sa’i,Cloudy,34,62,Completed,Medium,Low,26,Heatstroke,Youth,Pakistani,Bus,119,10,Yes,Lost Item,Neutral,First-Time,5,0.97,Crowd Congestion,44,Yes,5,3,6,7,14,1,2024-06-07,Friday,2024-06-07,3:00 PM,115 °F,25 °F,4 %,SSW,9 mph,0 mph,27.56 in,0.0 in,Fair,2024-06-07 15:00:00
2024-06-07 14:37:30,21.272299,39.870136,High,0.5700000000000001,Tawaf,Rainy,35,75,Completed,High,High,28,Fainting,Youth,Indonesian,Bus,35,27,No,Medical Emergency,Negative,Experienced,9,2.24,Religious Activity,54,No,4,2,6,7,14,1,2024-06-07,Friday,2024-06-07,3:00 PM,115 °F,25 °F,4 %,SSW,9 mph,0 mph,27.56 in,0.0 in,Fair,2024-06-07 15:00:00
2024-06-07 16:06:39,21.321423,39.862134,High,1.48,Resting,Cloudy,36,77,Completed,Medium,Low,34,Fainting,Youth,Egyptian,Car,79,19,No,Medical Emergency,Negative,First-Time,1,1.85,Transport Delay,89,Yes,2,5,6,7,16,1,2024-06-07,Friday,2024-06-07,4:00 PM,113 °F,25 °F,5 %,SW,10 mph,0 mph,27.53 in,0.0 in,Fair,2024-06-07 16:00:00
2024-06-07 17:11:15,21.210792,39.989067,High,0.29,Walking,Cloudy,45,71,In Progress,Low,High,54,Dehydration,Youth,Egyptian,Walking,67,23,No,Security Breach,Neutral,Experienced,9,0.74,Medical Emergency,36,No,2,5,6,7,17,1,2024-06-07,Friday,2024-06-07,5:00 PM,115 °F,25 °F,4 %,W,6 mph,0 mph,27.53 in,0.0 in,Fair,2024-06-07 17:00:00
2024-06-07 19:36:31,21.358492,39.861452,High,1.29,Prayer,Cloudy,40,60,In Progress,Medium,Medium,0,Dehydration,Youth,Indian,Bus,1,18,Yes,Lost Item,Positive,First-Time,9,2.0,Crowd Congestion,119,Yes,2,5,6,7,19,1,2024-06-07,Friday,2024-06-07,8:00 PM,106 °F,23 °F,5 %,WNW,8 mph,0 mph,27.56 in,0.0 in,Fair,2024-06-07 20:00:00
2024-06-07 21:12:49,21.327915,39.813005,High,1.74,Sa’i,Clear,33,62,Started,High,High,0,Dehydration,Youth,Indonesian,Bus,11,19,No,Theft,Negative,Experienced,7,2.29,Religious Activity,115,Yes,1,2,6,7,21,1,2024-06-07,Friday,2024-06-07,9:00 PM,104 °F,19 °F,5 %,NNW,12 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-07 21:00:00
2024-06-07 23:20:33,21.271878,39.936768,High,0.8600000000000001,Sa’i,Rainy,42,75,In Progress,Low,Medium,18,Normal,Youth,Pakistani,Train,97,30,No,Security Breach,Neutral,First-Time,6,2.09,Medical Emergency,76,No,3,1,6,7,23,1,2024-06-07,Friday,2024-06-07,11:00 PM,99 °F,18 °F,5 %,WNW,10 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-07 23:00:00
2024-06-07 23:29:43,21.229758,39.885196,High,0.67,Prayer,Clear,30,86,Completed,Medium,Medium,44,Dehydration,Youth,Saudi,Car,32,30,No,Theft,Neutral,First-Time,6,1.37,Religious Activity,77,No,1,4,6,7,23,1,2024-06-07,Friday,2024-06-07,11:00 PM,99 °F,18 °F,5 %,WNW,10 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-07 23:00:00
2024-06-07 23:53:38,21.337459,39.89053,High,1.37,Walking,Cloudy,30,82,Completed,Low,Medium,13,Dehydration,Youth,Egyptian,Bus,94,26,Yes,Theft,Negative,First-Time,8,1.6,Religious Activity,86,Yes,1,4,6,7,23,1,2024-06-07,Friday,2024-06-08,12:00 AM,97 °F,19 °F,6 %,NNW,7 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-08 00:00:00
2024-06-08 01:23:48,21.215746,39.892786,High,1.44,Tawaf,Clear,30,64,In Progress,Low,High,28,Injured,Youth,Saudi,Bus,83,10,Yes,Security Breach,Negative,Experienced,8,2.0,Transport Delay,46,Yes,2,5,6,8,1,1,2024-06-08,Saturday,2024-06-08,1:00 AM,90 °F,21 °F,8 %,NNE,2 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-08 01:00:00
2024-06-08 01:33:28,21.271633,39.998078,High,0.49,Walking,Cloudy,35,87,Completed,Medium,Low,25,Heatstroke,Youth,Egyptian,Car,90,24,No,Theft,Positive,First-Time,2,0.97,Medical Emergency,40,Yes,4,2,6,8,1,1,2024-06-08,Saturday,2024-06-08,2:00 AM,88 °F,25 °F,10 %,N,2 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-08 02:00:00
2024-06-08 01:36:08,21.213569,39.803821,High,1.58,Walking,Rainy,32,60,Started,High,Medium,33,Fainting,Youth,Pakistani,Bus,0,17,Yes,Security Breach,Neutral,Experienced,10,2.0,Crowd Congestion,47,No,4,4,6,8,1,1,2024-06-08,Saturday,2024-06-08,2:00 AM,88 °F,25 °F,10 %,N,2 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-08 02:00:00
2024-06-08 03:00:41,21.302647,39.803119,High,0.5800000000000001,Tawaf,Rainy,43,90,Started,Low,High,51,Dehydration,Youth,Pakistani,Car,42,25,No,Unruly Behavior,Neutral,Experienced,1,1.0,Medical Emergency,63,No,3,1,6,8,3,1,2024-06-08,Saturday,2024-06-08,3:00 AM,86 °F,21 °F,9 %,WNW,3 mph,0 mph,27.56 in,0.0 in,Fair,2024-06-08 03:00:00
2024-06-08 03:38:59,21.23581,39.97766,High,0.43,Prayer,Clear,32,81,In Progress,High,Low,54,Fainting,Youth,Indian,Bus,28,10,Yes,Theft,Negative,First-Time,9,1.0,Religious Activity,47,No,1,1,6,8,3,1,2024-06-08,Saturday,2024-06-08,4:00 AM,84 °F,21 °F,10 %,W,3 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-08 04:00:00
2024-06-08 04:42:25,21.36607,39.909072,High,0.29,Sa’i,Clear,34,71,Started,High,High,51,Fainting,Youth,Saudi,Train,75,21,Yes,Medical Emergency,Negative,First-Time,9,0.81,Transport Delay,90,No,1,2,6,8,4,1,2024-06-08,Saturday,2024-06-08,5:00 AM,84 °F,18 °F,8 %,W,5 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-08 05:00:00
2024-06-08 06:02:33,21.327057,39.809454,High,0.13,Sa’i,Clear,44,92,In Progress,High,High,53,Heatstroke,Youth,Indian,Car,52,29,Yes,Unruly Behavior,Positive,Experienced,6,1.0,Crowd Congestion,67,Yes,5,3,6,8,6,1,2024-06-08,Saturday,2024-06-08,6:00 AM,82 °F,25 °F,12 %,CALM,0 mph,0 mph,27.59 in,0.0 in,Fair,2024-06-08 06:00:00
2024-06-08 08:39:52,21.261916,39.867138,High,1.15,Resting,Rainy,32,77,Completed,High,Medium,55,Fainting,Youth,Pakistani,Bus,99,9,No,Security Breach,Neutral,First-Time,4,1.45,Medical Emergency,30,Yes,3,4,6,8,8,1,2024-06-08,Saturday,2024-06-08,9:00 AM,100 °F,19 °F,5 %,WNW,7 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-08 09:00:00
2024-06-08 08:47:37,21.283235,39.802311,High,0.28,Resting,Rainy,39,65,Started,High,Low,8,Fainting,Youth,Indonesian,Walking,67,5,No,Unruly Behavior,Positive,Experienced,8,1.37,Medical Emergency,10,Yes,2,4,6,8,8,1,2024-06-08,Saturday,2024-06-08,9:00 AM,100 °F,19 °F,5 %,WNW,7 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-08 09:00:00
2024-06-08 09:26:30,21.325001,39.815565,High,1.7,Resting,Cloudy,33,69,Started,High,Low,4,Normal,Youth,Other,Bus,37,28,No,Theft,Neutral,First-Time,1,2.0,Transport Delay,39,Yes,2,2,6,8,9,1,2024-06-08,Saturday,2024-06-08,9:00 AM,100 °F,19 °F,5 %,WNW,7 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-08 09:00:00
2024-06-08 10:35:59,21.224082,39.821642,High,0.8399999999999999,Sa’i,Cloudy,40,94,In Progress,High,High,76,Injured,Youth,Indian,Bus,87,15,No,Security Breach,Negative,First-Time,7,1.0,Medical Emergency,66,Yes,2,4,6,8,10,1,2024-06-08,Saturday,2024-06-08,11:00 AM,111 °F,16 °F,3 %,NW,15 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-08 11:00:00
2024-06-08 10:40:32,21.273402,39.913919,High,0.44,Sa’i,Rainy,39,81,In Progress,Medium,Medium,12,Normal,Youth,Other,Car,61,22,Yes,Theft,Positive,First-Time,1,1.96,Transport Delay,114,No,1,1,6,8,10,1,2024-06-08,Saturday,2024-06-08,11:00 AM,111 °F,16 °F,3 %,NW,15 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-08 11:00:00
2024-06-08 10:56:46,21.226194,39.800792,High,0.6599999999999999,Resting,Clear,36,75,In Progress,Low,Low,67,Heatstroke,Youth,Other,Walking,69,10,No,Security Breach,Negative,Experienced,7,1.0,Medical Emergency,62,No,3,1,6,8,10,1,2024-06-08,Saturday,2024-06-08,11:00 AM,111 °F,16 °F,3 %,NW,15 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-08 11:00:00
2024-06-08 11:12:25,21.326378,39.826586,High,0.98,Resting,Clear,34,76,Started,High,Low,44,Normal,Youth,Saudi,Bus,25,20,No,Unruly Behavior,Negative,Experienced,4,2.22,Crowd Congestion,31,Yes,1,1,6,8,11,1,2024-06-08,Saturday,2024-06-08,11:00 AM,111 °F,16 °F,3 %,NW,15 mph,0 mph,27.61 in,0.0 in,Fair,2024-06-08 11:00:00
2024-06-08 12:49:47,21.358286,39.908379,High,1.03,Tawaf,Clear,37,86,Completed,Medium,Medium,52,Normal,Youth,Other,Bus,90,30,Yes,Security Breach,Positive,Experienced,10,1.0,Crowd Congestion,21,No,3,5,6,8,12,1,2024-06-08,Saturday,2024-06-08,1:00 PM,111 °F,18 °F,4 %,NW,15 mph,0 mph,27.56 in,0.0 in,Fair,2024-06-08 13:00:00
2024-06-08 13:43:49,21.332012,39.846461,High,1.77,Prayer,Clear,38,65,Started,Low,Medium,30,Injured,Youth,Indonesian,Bus,77,30,No,Unruly Behavior,Neutral,First-Time,3,2.0,Religious Activity,75,No,2,1,6,8,13,1,2024-06-08,Saturday,2024-06-08,2:00 PM,113 °F,18 °F,3 %,NW,15 mph,0 mph,27.56 in,0.0 in,Fair,2024-06-08 14:00:00
